,coords,geometry,net,name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,g_us_per_km,max_i_ka,df,parallel,type,in_service,plz
125,"[[10.850416700000004, 49.1621710966771], [10.849978330462362, 49.16169421570442]]","LINESTRING (10.850416700000004 49.1621710966771, 10.849978330462362 49.16169421570442)",8,Line to 1700,NYY 4x16 SE,55,160,0.054617005732526,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
126,"[[10.850913612706254, 49.162105500835544], [10.850818448764706, 49.16191939019358]]","LINESTRING (10.850913612706254 49.162105500835544, 10.850818448764706 49.16191939019358)",8,Line to 1724,NYY 4x16 SE,40,164,0.014869794595797,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
127,"[[10.850502476673032, 49.1621597737451], [10.850416700000004, 49.1621710966771]]","LINESTRING (10.850502476673032 49.1621597737451, 10.850416700000004 49.1621710966771)",8,Line to 1343,NYY 4x35 SE,51,55,0.006382688140235,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
128,"[[10.850913612706254, 49.162105500835544], [10.850502476673032, 49.1621597737451]]","LINESTRING (10.850913612706254 49.162105500835544, 10.850502476673032 49.1621597737451)",8,Line to 1342,NYY 4x35 SE,40,51,0.030592892814169,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
129,"[[10.850936241409928, 49.1621025136369], [10.850913612706254, 49.162105500835544]]","LINESTRING (10.850936241409928 49.1621025136369, 10.850913612706254 49.162105500835544)",8,Line to 1725,NYY 4x35 SE,39,40,0.001683818132317,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
130,"[[10.851302635005915, 49.1620455462515], [10.850936241409928, 49.1621025136369]]","LINESTRING (10.851302635005915 49.1620455462515, 10.850936241409928 49.1621025136369)",8,Line to 1353,NYY 4x35 SE,33,39,0.027508791019619,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
131,"[[10.85027340089077, 49.16111906629231], [10.85027340089077, 49.16117406629231], [10.851091499999995, 49.1614686966769], [10.851437500000003, 49.16157079667694], [10.8518774, 49.16192079667702], [10.851302635005915, 49.1620455462515]]","LINESTRING (10.85027340089077 49.16111906629231, 10.85027340089077 49.16117406629231, 10.851091499999995 49.1614686966769, 10.851437500000003 49.16157079667694, 10.8518774 49.16192079667702, 10.851302635005915 49.1620455462515)",8,Line to 1497,NYY 4x35 SE,0,33,0.193157604070502,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
132,"[[10.852450941547138, 49.16278746873981], [10.852675411388878, 49.1626962228199]]","LINESTRING (10.852450941547138 49.16278746873981, 10.852675411388878 49.1626962228199)",8,Line to 1630,NYY 4x16 SE,52,154,0.021040389054612,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
133,"[[10.8521850909248, 49.16239211183101], [10.852296828264711, 49.162276094941305]]","LINESTRING (10.8521850909248 49.16239211183101, 10.852296828264711 49.162276094941305)",8,Line to 1866,NYY 4x16 SE,38,170,0.013990070036978,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
134,"[[10.8521850909248, 49.16239211183101], [10.852450941547138, 49.16278746873981]]","LINESTRING (10.8521850909248 49.16239211183101, 10.852450941547138 49.16278746873981)",8,Line to 1631,NYY 4x35 SE,38,52,0.048326603118054,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
135,"[[10.85027840089077, 49.16111906629231], [10.85027840089077, 49.161179066292306], [10.851096499999995, 49.16147369667689], [10.851442500000003, 49.161575796676935], [10.8518824, 49.16192579667702], [10.851960935340427, 49.162049910253344], [10.852050524567929, 49.16219149203006], [10.852138799999999, 49.162330996677156], [10.8521850909248, 49.16239211183101]]","LINESTRING (10.85027840089077 49.16111906629231, 10.85027840089077 49.161179066292306, 10.851096499999995 49.16147369667689, 10.851442500000003 49.161575796676935, 10.8518824 49.16192579667702, 10.851960935340427 49.162049910253344, 10.852050524567929 49.16219149203006, 10.852138799999999 49.162330996677156, 10.8521850909248 49.16239211183101)",8,Line to 1867,NYY 4x35 SE,0,38,0.205368885760338,0.524,0.085,0.0,0.0,0.159,1.0,1,,True,91720
136,"[[10.851790100000006, 49.16153999667695], [10.851657412017587, 49.161285653071474]]","LINESTRING (10.851790100000006 49.16153999667695, 10.851657412017587 49.161285653071474)",8,Line to 1454,NYY 4x16 SE,17,136,0.02162470831547,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
137,"[[10.852450600000006, 49.16153089667697], [10.852543907866181, 49.16144663900402]]","LINESTRING (10.852450600000006 49.16153089667697, 10.852543907866181 49.16144663900402)",8,Line to 1560,NYY 4x16 SE,36,148,0.01174535910322,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
138,"[[10.851790100000006, 49.16153999667695], [10.852002600000002, 49.16150979667695], [10.852016500000003, 49.16169099667695], [10.852450600000006, 49.16153089667697]]","LINESTRING (10.851790100000006 49.16153999667695, 10.852002600000002 49.16150979667695, 10.852016500000003 49.16169099667695, 10.852450600000006 49.16153089667697)",8,Line to 362,NYY 4x16 SE,17,36,0.072635362299823,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
139,"[[10.85028340089077, 49.16111906629231], [10.85028340089077, 49.16118406629231], [10.851101499999995, 49.161478696676895], [10.851447500000003, 49.16158079667694], [10.851790100000006, 49.16153999667695]]","LINESTRING (10.85028340089077 49.16111906629231, 10.85028340089077 49.16118406629231, 10.851101499999995 49.161478696676895, 10.851447500000003 49.16158079667694, 10.851790100000006 49.16153999667695)",8,Line to 1455,NYY 4x16 SE,0,17,0.123657983765124,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
140,"[[10.852425728697083, 49.1615426066236], [10.85239638724482, 49.16155057233911]]","LINESTRING (10.852425728697083 49.1615426066236, 10.85239638724482 49.16155057233911)",8,Line to 1679,NYY 4x16 SE,34,157,0.009162687885858,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
141,"[[10.85028840089077, 49.16111906629231], [10.85028840089077, 49.16118906629231], [10.851106499999995, 49.161483696676896], [10.851452500000002, 49.16158579667694], [10.851795100000006, 49.16154499667695], [10.852007600000002, 49.161514796676954], [10.852021500000003, 49.161695996676954], [10.852425728697083, 49.1615426066236]]","LINESTRING (10.85028840089077 49.16111906629231, 10.85028840089077 49.16118906629231, 10.851106499999995 49.161483696676896, 10.851452500000002 49.16158579667694, 10.851795100000006 49.16154499667695, 10.852007600000002 49.161514796676954, 10.852021500000003 49.161695996676954, 10.852425728697083 49.1615426066236)",8,Line to 1680,NYY 4x16 SE,0,34,0.193990132729614,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
142,"[[10.852525300000002, 49.1613143966769], [10.852461650011769, 49.16116899007819]]","LINESTRING (10.852525300000002 49.1613143966769, 10.852461650011769 49.16116899007819)",8,Line to 1268,NYY 4x16 SE,32,96,0.007871714503849,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
143,"[[10.852525300000002, 49.1613143966769], [10.8526783916693, 49.16129662030217]]","LINESTRING (10.852525300000002 49.1613143966769, 10.8526783916693 49.16129662030217)",8,Line to 1458,NYY 4x16 SE,32,137,0.017816105023793,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
144,"[[10.852525300000002, 49.1613143966769], [10.852651271827032, 49.161166041464945]]","LINESTRING (10.852525300000002 49.1613143966769, 10.852651271827032 49.161166041464945)",8,Line to 1459,NYY 4x16 SE,32,138,0.016775919079147,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
145,"[[10.850293400890772, 49.16111906629231], [10.850293400890772, 49.16119406629231], [10.851111499999996, 49.1614886966769], [10.851457500000004, 49.16159079667694], [10.851800100000007, 49.16154999667695], [10.852012600000004, 49.161519796676956], [10.852525300000002, 49.1613143966769]]","LINESTRING (10.850293400890772 49.16111906629231, 10.850293400890772 49.16119406629231, 10.851111499999996 49.1614886966769, 10.851457500000004 49.16159079667694, 10.851800100000007 49.16154999667695, 10.852012600000004 49.161519796676956, 10.852525300000002 49.1613143966769)",8,Line to 158,NYY 4x16 SE,0,32,0.186066826770923,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
146,"[[10.852258152450348, 49.160911756876345], [10.852230117856292, 49.16101671384182]]","LINESTRING (10.852258152450348 49.160911756876345, 10.852230117856292 49.16101671384182)",8,Line to 1269,NYY 4x16 SE,31,97,0.020911889868981,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
147,"[[10.851889359140257, 49.16095657847997], [10.851793565652182, 49.16082070893725]]","LINESTRING (10.851889359140257 49.16095657847997, 10.851793565652182 49.16082070893725)",8,Line to 1272,NYY 4x16 SE,22,98,0.006318088785694,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
148,"[[10.851889359140257, 49.16095657847997], [10.852258152450348, 49.160911756876345]]","LINESTRING (10.851889359140257 49.16095657847997, 10.852258152450348 49.160911756876345)",8,Line to 1270,NYY 4x16 SE,22,31,0.027361435777081,1.15,0.09,0.0,0.0,0.103,1.0,1,,True,91720
